point_id,lat,lon,bearing,arm_direction,intersection_idx
pt_000286,39.97463168937256,-75.14207730564713,0,180,71
pt_000287,39.97468818901688,-75.14214652826442,90,270,71
pt_000288,39.97496119941303,-75.13971600691072,180,0,72
pt_000289,39.974904698305565,-75.13964678603745,270,90,72
pt_000290,39.974851442754016,-75.13972022514042,0,180,72
pt_000291,39.97490794381729,-75.1397894460205,90,270,72
pt_000292,39.9748370213123,-75.13547602923819,180,0,73
pt_000293,39.97478051765226,-75.13540681201953,270,90,73
pt_000294,39.9747272648172,-75.13548025431344,0,180,73
pt_000295,39.974783768433035,-75.13554947153891,90,270,73
pt_000296,39.97487911296919,-75.13902412109061,180,0,74
pt_000297,39.97482261144516,-75.13895490087671,270,90,74
pt_000298,39.97476935633671,-75.13902834043355,0,180,74
pt_000299,39.97482585781654,-75.13909756065426,90,270,74
pt_000300,39.97476866686922,-75.13495237124076,180,0,75
pt_000301,39.97471216289394,-75.1348831545275,270,90,75
pt_000302,39.974658910394226,-75.13495659715817,0,180,75
pt_000303,39.97471541432534,-75.13502581387824,90,270,75
pt_000304,39.974804657728576,-75.13843525493695,180,0,76
pt_000305,39.974748155849994,-75.13836603528894,270,90,76
pt_000306,39.974694901118646,-75.13843947522707,0,180,76
pt_000307,39.974751402953025,-75.13850869488189,90,270,76
pt_000308,39.97473174894074,-75.13785718337346,180,0,77
pt_000309,39.97467524671414,-75.13778796428076,270,90,77
pt_000310,39.974621992353,-75.1378614045934,0,180,77
pt_000311,39.974678494535404,-75.13793062369291,90,270,77
pt_000312,39.974669092273984,-75.13736591989988,180,0,78
pt_000313,39.974612589751615,-75.13729670127984,270,90,78
pt_000314,39.97455933570509,-75.13737014190998,0,180,78
pt_000315,39.97461583818326,-75.13743936053686,90,270,78
pt_000316,39.974575527050256,-75.13662419029765,180,0,79
pt_000317,39.9745190240813,-75.13655497239017,270,90,79
pt_000318,39.97446577050979,-75.13662841350082,0,180,79
pt_000319,39.97452227343452,-75.13669763141515,90,270,79
pt_000320,39.97444516924754,-75.1355954154951,180,0,80
pt_000321,39.97438866565923,-75.13552619857651,270,90,80
pt_000322,39.974335412746555,-75.135599640353,0,180,80
pt_000323,39.97439191629067,-75.1356688572784,90,270,80
pt_000324,39.974378406860794,-75.13507122013628,180,0,81
pt_000325,39.9743219029569,-75.13500200372194,270,90,81
pt_000326,39.974268650379926,-75.1350754458373,0,180,81
pt_000327,39.97432515423964,-75.13514466225847,90,270,81
pt_000328,39.974320278045624,-75.13455526850582,180,0,82
pt_000329,39.974263773831105,-75.13448605258006,270,90,82
pt_000330,39.97421052158457,-75.13455949503718,0,180,82
pt_000331,39.97426702575489,-75.13462871096976,90,270,82
